review,sentiment,,,,,
oh yes! Level 40,positive,,,,,
my baby`s off on his adventure. 14.5 hours in the car up to Lake Ann Mi. I admit it. I cried a little when the truck pulled out...,negative,,,,,
 http://twitpic.com/4uyn9 - I NEED THIS. RIGHT NOW. THIS IS ABSOLUTELY MINDDDD BLOWING  I love this. So much!,positive,,,,,
frustrated by my stupid iPhone I need a blackberry!!!!,negative,,,,,
I`m still at the mothers day lunch at my uncles house. Having a nice time!,positive,,,,,
 Oh! I ate pizza last night too!  I stupidly feel closer to you somehow!,positive,,,,,
" Oh right,sorry,now i get ya,But still 3000 email`s,wow,cool",negative,,,,,
? I had great time in Boston. Thanks to my baby girl.   http://plurk.com/p/rplmy,positive,,,,,
 my bad homie,negative,,,,,
Good morning everyone,positive,,,,,
" love this one, especially the shoes  anyway, gmn punya acc lookbook ya? http://lookbook.nu/look/92920",positive,,,,,
good morning world,positive,,,,,
And ... Happy Mother`s Day to all Moms   You sure are the ? heart of mankind.,positive,,,,,
 lol that was a great movie,positive,,,,,
feels really sick.,negative,,,,,
Hecks yeah. Jandy timsamlake is too rawesome!,positive,,,,,
**** internet jus cut me off!  was bout 2 shoot sum guys eye out  ~*~KANDI~*~,negative,,,,,
Not only has it broken but it`s Monday!!Does this mean Monday can be fix`d?  ? http://blip.fm/~5jgio,negative,,,,,
People at work are stressing me out.,negative,,,,,
never trust someone else`s battery operated power tools when you`re in a hurry,positive,,,,,
 Lol Your tweets are so funny! I met you in Calgary! You`re awesome  Can`t wait for the next HP movie!,positive,,,,,
is off to work ... still 'recovering' from an amazing and beautiful weekend. Have I mentioned how incredible my friends are??,positive,,,,,
 so`s the smell of cigarettes and alcohol... at least *i * like it.,positive,,,,,
`s current goal is to lose 10 pounds by next tuesday! 120 here i come   soooo ready for Gatlinburg!,positive,,,,,
my best friends bought something which i really want.,positive,,,,,
" It depends on your goals & how much you want to spend  Cannondale, Specialized and Cervelo are all good brands.",positive,,,,,
My net died so yeah....  I`m sad now,negative,,,,,
i dont know why i follow sme of the ppl that i do... they e anoying and boring. * note to self -unfollow peeps on monday morning,negative,,,,,
Bad migrane and need to go to dancing tonight.... Not a good combination,negative,,,,,
"Grinding Skyguard rep. This is less awful than I anticipated. Yet, still awful. Last tabard I need",negative,,,,,
 i dunno if he saw it  happy birthday girl!,positive,,,,,
 awesome,positive,,,,,
 ****! I want to be at the beach in the sun,negative,,,,,
OH. I am just so tired.,negative,,,,,
"Well, my dog still isn`t at the shelter. I hope someone good has him",positive,,,,,
 Well tell me what fashion tips you need and I`m your woman  hehehe,positive,,,,,
" Hello there, Taylor  I MISS YOU. Its been 2 months </3",negative,,,,,
i wear a lot of white  http://tinyurl.com/dlbltg,negative,,,,,
 Always a good idea.,positive,,,,,
getting nails done!!! how relaxing! benji is only 24 hours away!!!!,positive,,,,,
" not here for long hun, head hurts",negative,,,,,
All of a sudden I`m craving broccoli and cheese soup really bad... my mouth is watering envisioning a bread bowl in my head...,negative,,,,,
 That it does  just wish more people would notice it,positive,,,,,
"Wish you were here, babe",positive,,,,,
This morning I rode behind a guy with a bird cage containing a plastic Tyrannosaurus rex attached to his bicycle. I couldn`t get a photo.,negative,,,,,
"I love summer, but I oddly don`t want this school year to end.",positive,,,,,
 lolz at your modesty...***kix rox***...now all the gals will be lined up at your door,positive,,,,,
"morning, how is everone? sing to me  You tuck me in, Turn out the light, kept me safe and sound at night. (8)",positive,,,,,
i so can`t be bothered working tomorrow!,positive,,,,,
 kittens are cute then they grow up n become CATS,positive,,,,,
 .. Guess ol` Tom has another mission impossible ... some of this is like trying to prove innocence .. I didn`t get hugged,negative,,,,,
 Hey I was scared last night at 3:17 because of you... and I had several bad nightmares,negative,,,,,
 gawd. People still remember the preggers comment. Hate you!,negative,,,,,
oh no my tweetdeck is malfunctioning :O il have web will its fixd,negative,,,,,
 yeah freakin sucks!!,negative,,,,,
#followfriday _1001 cuz ive never been added to anyone`s followfriday either  & cuz he`s got a cool picture,positive,,,,,
wishes that you would see not with your eyes but with your heart.  http://plurk.com/p/sv5bb,positive,,,,,
 Awwww   i`ve got some photos of cute bunnies,positive,,,,,
long day and i still have to mow the lawn,negative,,,,,
 why has it been so long since i have talked to you let alone seen you?? it makes me sad,negative,,,,,
Happy mothers day mom  ?,positive,,,,,
I want cookies for breakfast! Luckily I`m an adult and can do that!,positive,,,,,
Mowing #6. I hate my lawn,negative,,,,,
 yeah.. I left cause my pc can`t run the client anymore. I had thought I would have a new one by now..,negative,,,,,
Feeling bad for  profile pic,negative,,,,,
movie then sleep! Today was good day  [{H!--D3ff}],positive,,,,,
is getting married in Vegas in November by an Elvis impersonator am so happy!!!,positive,,,,,
 tried to join the chat but the site would not let me sign in,negative,,,,,
singing songs and filming movies  what i do best,positive,,,,,
Their songs make me want to cry..,negative,,,,,
While driving u come across aggressive driving behaviour by another driver. U should... Chase the car 2 tell the driver how to drive,negative,,,,,
 Wasn`**** totally awesome?  Seeing the rebooted crew was so nice!,positive,,,,,
"_d thats good to know, and I bet he looks just like you.",positive,,,,,
_43 HAHHAHAH that really made me laugh out loudd! ahahahahahahahahah your fuunny!!,positive,,,,,
i so wish i could get pregnant!!,positive,,,,,
 im trying to fix it.. it doesnt do it  and its 'ahi dios mio' but u did good lol,positive,,,,,
 Hiya! Missed you too! What have you been up to?,negative,,,,,
Really sick,negative,,,,,
"Thx, Robban  http://www.sk-gaming.com/match/17905",positive,,,,,
 thanks JK!!!  Love ya to death,positive,,,,,
Going to Al Ain.  Need to check out one store. Hope i find things that I`m looking for.,positive,,,,,
So my parents are too busy making me feel like **** to realise that I`ve got worse and need to see a doctor again. No sleep sucks,negative,,,,,
" G`night Jonathan! I tried to stay up, I really did. I can`t wait till ur in my timezone! Will be so much easier then!",positive,,,,,
Prom is so over rated!! Irritated... Going to bed goodnight,negative,,,,,
" english screwed up my overall percentage in X, in XII again and probably in adm tests too. **** happens.",negative,,,,,
 i want chinese food really baaad.,positive,,,,,
"_d you`re gonna take good care of that little baby and he`s gonna be a strong boy, that`s for sure",positive,,,,,
 ha! lemme know what you find (tho I suspect it will be a lot of complaints). Have a peaceful night my friend,positive,,,,,
  sad face.,negative,,,,,
Aaaaahhhh.... Friday!!!! but.......     Funeral at 5,negative,,,,,
Already misses ,negative,,,,,
"_laura_LP ok thanks for the help! I hope they respond to me sooner or later, then! thanks!",positive,,,,,
  out of commish for a few days in ATL with fam.  Just saw the updates to the .net website... Looks AWESOME!,positive,,,,,
" awww that sucks  also, when i finish uni, you should totally have a mini housewarming. yes, work it around my schedule, LOL.",negative,,,,,
 I would vote for you Miley but I live in Ireland  You`ll be fine  Good luck! Slï¿½n!(bye in irish ) Sorcha xxxx,positive,,,,,
"Oh..Summer begins..yay..  The fighting, Crying and stress has started with the kids..It`s only been 3 hrs since they got out.",negative,,,,,
I feel so deflated. No more doggy.,negative,,,,,
 Omg really??  I sowwy! I`ll do it again! :-p I was tired when I did that this morning. :-p lol!,negative,,,,,
"owww, back pain  hm, walmart or no? i could get cupcakes~",negative,,,,,
Making my boyfriend look different.  He`s  cute no matter what. <3,positive,,,,,
 LOL thx,positive,,,,,
 well there go my peace corps prospects.,positive,,,,,
" Good idea! I`ll have to remove all the old receipts, tissue paper and other nonsense before I can take a pic",positive,,,,,
 i`m not in the best financial situation myself at the moment. i`m beyond broke. my money is spend as soon as i earn it atm,negative,,,,,
"If recent experience is anything to go by, I fear I might be going off Indian food. This is not good, people. Not good",negative,,,,,
 i wish i wasn`t all  bummed but i kinda am,positive,,,,,
 Hey Mitchel when will you be live again? I didn`t get a chance to call you,negative,,,,,
Back is SORE... should not have done that jump last night,negative,,,,,
'Brides a la mode' pow wow first thing this morning   This past weekend`s lovely wedding fresh in my mind... pics soon!,positive,,,,,
"such beautiful weather.. .why are u sick, baby ?  @ tanapolis",positive,,,,,
 Yep. Nothing to worry about.,positive,,,,,
back to work tomorrow  whose idea was it to go back on a saturday?!? Oh wait... that would be mine. FAIL.,negative,,,,,
Wow what a storm we just had!!! Now no power,positive,,,,,
getting my phone back this week  yeeeewww,positive,,,,,
back from school  daily show was amazing  gonna watch it again later i think xD,positive,,,,,
_breez Yer please do! Have a good day!,positive,,,,,
 hot cuppa coffee made with milk & fortified with Monin`s Irish Coffee syrup! Bliss!,positive,,,,,
right im out of here peeps.. i hope  fixes twitter mobile so i can tweet from the race.. m.twitter has been down for 4 days  #fail,positive,,,,,
watching Army Wives and it always makes me cry,negative,,,,,
productive day 1,positive,,,,,
 gotta love the summer,positive,,,,,
_buckley Good morning from sunny London...sounds like an oxymoron but happens to be true of today  Hurrah!,positive,,,,,
 Cool. That`d be fantastic!,positive,,,,,
" Yes, but I`m quite rusty.  I`m hoping to get back to it and 'tune up' my skills.  Tim plays guitar.  We threaten duets.",negative,,,,,
Hey everybody!  hah this day is cool! just got back from walk with the dog...  OMGosh! Send me the link again please!,positive,,,,,
 srry im not so interesting right now... stayed up til 6am cause my tummy hurt and now im pooped and have to work,negative,,,,,
 me because I might not have enough money for college!!!,negative,,,,,
I love how when I leave my laptop on my bed it creates a nice toasty spot,positive,,,,,
 Does it start tomorrow?  I was going to book Sam on that and forgot,negative,,,,,
" salt and vinegar, cheese and onion make your breathe smell lol  ****",negative,,,,,
 You`re welcome. There!  I added you already!,positive,,,,,
" Sorry to hear about your dude probs, what is it that`s too much?",negative,,,,,
Discovered that Numpy arrays can hold values of any type.  Useful for manipulating arrays of numbers with uncertainties.,negative,,,,,
"maybe i should take up drinking again, feel as if i have a ,massive hangover  still not ,yself today",negative,,,,,
TODAY FRIDAY: I really hope you will read my messages here and reply to me soon. I could not reach you by phone before you go to work.,positive,,,,,
 whatever i know you like it.  HAHAHHAH!,positive,,,,,
oh no! my fun weekend with friends is gone! my mother has made a family weekend of it!  ****,negative,,,,,
Good morning twitterland. Happy Monday,positive,,,,,
thanks timmy.  turns out he has strep and a high fever.,positive,,,,,
